fid,OBJECTID,MPDMR_NO,ARA_XCRD,ARA_YCRD,PRRCK_LARG,PRRCK_MDDL,LOCTN_ALTT,LOCTN_GRDN,EIGHT_ORBR,CLZN_CD,TPGRP_TPCD,PRDN_FOM_C,SLANT_TYP_,SLDPT_TPCD,SCSTX_CD,SLTP_CD,LDMARK_STN,MAP_LABEL_,Shape_Leng,Shape_Area
1083999,1083999,"37608094","185914.52","445967.78","3","31",35.000000000000000,4.600000000000000,73.700000000000003,"2","10","05","2","10","01","01","L101","B©û",471.794943581024650,13941.370732558418000
1083998,1083998,"37608094","185854.83","445230.54","3","31",52.899999999999999,11.199999999999999,304.699999999999990,"2","","","","","","99","L999","E",189.087318618850620,1513.586077049421000
1084001,1084001,"37608094","186119.52","445212.78","3","31",30.399999999999999,19.899999999999999,9.199999999999999,"2","07","05","2","20","02","02","L102","B©ü",1786.797350128073000,47925.149457205167000
1084000,1084000,"37608094","186094.52","445077.78","3","31",42.000000000000000,7.600000000000000,142.599999999999990,"2","","","","","","82","L983","R",208.437398735126690,1616.822324598539600
1084005,1084005,"37608094","186504.52","445982.78","3","31",64.599999999999994,14.800000000000001,198.300000000000010,"2","07","01","1","10","01","05","L105","rB©û",4642.254912560742000,137679.551281625490000
1084006,1084006,"37608094","186644.52","446192.78","3","31",38.799999999999997,17.100000000000001,2.800000000000000,"2","07","05","2","20","02","06","L106","rB©ü",2234.474488780675100,61997.345013211678000
1084004,1084004,"37608094","186449.52","446012.78","3","31",52.600000000000001,13.500000000000000,286.699999999999990,"2","07","05","2","20","01","06","L106","rB©ü",1861.798926746540000,38065.031294861983000
1084002,1084002,"37608094","186410.08","446058.21","3","31",40.399999999999999,8.100000000000000,232.099999999999990,"2","","","","","","99","L999","E",67.108816839664911,352.094717289152870
1084003,1084003,"37608094","186449.52","445727.78","3","31",33.299999999999997,8.400000000000000,274.300000000000010,"2","07","05","2","20","02","06","L106","rB©ü",1092.534054414276600,30415.094627424522000
1084007,1084007,"37608094","186689.52","446052.78","3","31",71.599999999999994,7.200000000000000,137.599999999999990,"2","","","","","","82","L983","R",179.973865475729330,1708.591999461208400
1084008,1084008,"37608095","186745.41","446014.15","3","31",50.799999999999997,18.600000000000001,146.699999999999990,"2","07","05","2","20","01","06","L106","rB©ü",1847.923062097083200,39016.404197482087000
1084009,1084009,"37608095","186795.41","445279.15","3","31",50.000000000000000,12.699999999999999,20.199999999999999,"2","07","05","2","20","01","06","L106","rB©ü",1004.500852664374600,31040.538107811404000
1084010,1084010,"37608095","186930.41","445619.15","3","31",47.200000000000003,12.699999999999999,165.900000000000010,"2","","","","","","82","L983","R",140.268824125779080,682.742414267308160
1084011,1084011,"37608095","187005.41","445579.15","3","31",32.899999999999999,6.900000000000000,177.599999999999990,"2","","","","","","82","L983","R",108.694178799700520,548.532930229701950
1084012,1084012,"37608095","187115.41","445534.15","3","31",46.600000000000001,11.400000000000000,250.099999999999990,"2","","","","","","82","L983","R",219.906977776547760,2198.189896986534200
1084013,1084013,"37608095","187205.41","445329.15","3","31",25.300000000000001,16.100000000000001,189.000000000000000,"2","","","","","","82","L983","R",122.949112469829690,935.578594900325580
1084014,1084014,"37608095","187340.41","445549.15","3","31",39.600000000000001,16.300000000000001,91.700000000000003,"2","07","05","2","20","01","06","L106","rB©ü",1493.688610919741000,25607.206906970958000
1084015,1084015,"37608095","187555.41","444589.15","3","31",10.699999999999999,1.600000000000000,116.200000000000000,"2","10","05","2","20","05","06","L106","rB©ü",790.824140630324220,32042.310321532597000
1084016,1084016,"37608095","188285.41","444909.15","3","31",42.000000000000000,26.500000000000000,39.299999999999997,"2","07","05","2","20","01","06","L106","rB©ü",525.650096561628060,6066.547968823467300
1084017,1084017,"37608095","188300.41","445324.15","3","31",49.799999999999997,27.300000000000001,306.100000000000020,"2","07","05","2","20","02","06","L106","rB©ü",1290.998545154316400,22645.430103219413000
1084018,1084018,"37608095","188391.79","445276.83","3","31",71.900000000000006,1.000000000000000,315.000000000000000,"2","","","","","","99","L999","E",169.947554731635820,1771.058410107027600
1084019,1084019,"37608095","188465.41","445344.15","3","31",59.500000000000000,14.500000000000000,90.900000000000006,"2","07","01","1","10","01","05","L105","rB©û",2225.772421379792400,41260.463613558801000
1084020,1084020,"37608095","188490.41","445299.15","3","31",46.200000000000003,29.399999999999999,81.000000000000000,"2","07","05","2","20","01","06","L106","rB©ü",455.969804818400010,9049.494610000490900
1084021,1084021,"37608095","188595.41","445529.15","3","31",24.600000000000001,22.600000000000001,85.400000000000006,"2","07","05","2","20","01","06","L106","rB©ü",769.108099999596560,11148.753992054313000
1084071,1084071,"37612005","186895.32","444229.71","3","31",29.100000000000001,25.699999999999999,51.299999999999997,"2","07","05","2","10","01","01","L101","B©û",772.554160371979610,13013.359187278318000
1086207,1086207,"37608094","186562","445534","3","31",45.600000000000001,14.400000000000000,315.500000000000000,"2","07","05","2","20","01","06","L106","rB©ü",1169.229808146923500,33297.234304136386000
1086208,1086208,"37608095","188335","445139","3","31",40.299999999999997,21.100000000000001,186.199999999999990,"2","07","05","2","20","01","06","L106","rB©ü",1330.639119867904600,30979.000673063314000
1086827,1086827,"37608095","186827.92","445668.55","3","31",41.200000000000003,18.899999999999999,349.500000000000000,"2","07","05","2","20","07","06","L106","rB©ü",115.233670447595070,448.567915673977040
1086828,1086828,"37608094","186717.96","445677.02","3","31",47.000000000000000,20.000000000000000,31.000000000000000,"2","07","05","2","20","02","06","L106","rB©ü",292.969227650338890,3422.869706779912600
1086829,1086829,"37608095","187105.75","445675.58","3","31",40.399999999999999,25.000000000000000,15.500000000000000,"2","07","05","2","20","01","06","L106","rB©ü",1220.064125895206600,18827.670546319616000
1086830,1086830,"37608095","187285.24","445498.05","3","31",61.000000000000000,10.500000000000000,118.300000000000000,"2","07","01","1","10","01","05","L105","rB©û",2409.943653820309000,40255.699957217184000
1086831,1086831,"37608095","187018.08","445579.75","3","31",32.700000000000003,12.900000000000000,157.599999999999990,"2","07","05","2","20","01","06","L106","rB©ü",111.507174375297670,614.609447742757200
1086832,1086832,"37608095","187337.65","445409.89","3","31",33.500000000000000,16.300000000000001,110.000000000000000,"2","07","05","2","20","01","06","L106","rB©ü",1539.688819605101600,38220.075495642806000
1086833,1086833,"37612005","187543.18","444352.78","3","31",11.100000000000000,3.000000000000000,45.000000000000000,"2","10","05","2","20","05","06","L106","rB©ü",1183.553602272618700,65069.412791213326000
1086834,1086834,"37608095","188288.03","444839.63","3","31",60.299999999999997,17.699999999999999,135.000000000000000,"2","07","01","1","10","01","05","L105","rB©û",696.128398673767490,12683.101345399524000
1086842,1086842,"37612006","189150.3","444207.23","3","31",10.000000000000000,0.000000000000000,-1.000000000000000,"2","10","05","2","20","02","06","L106","rB©ü",614.957824174189570,21813.910610889336000
1087942,1087942,"37608094","186691.49","445527.67","3","31",47.100000000000001,22.000000000000000,119.700000000000000,"2","","","","","","99","L999","E",538.455269903825180,11760.038219928498000
1088244,1088244,"37608095","186954.02","445646.32","3","31",49.000000000000000,9.000000000000000,140.699999999999990,"2","07","01","1","10","01","05","L105","rB©û",2418.865216089252000,40136.106030003015000
1088360,1088360,"37608095","186870.61","445584.91","3","31",43.500000000000000,12.100000000000000,159.400000000000010,"2","07","05","2","20","01","06","L106","rB©ü",1252.152080701946300,23982.874035487002000
1088361,1088361,"37608095","188409.35","444719.77","3","31",25.199999999999999,16.899999999999999,189.500000000000000,"2","07","01","1","10","02","05","L105","rB©û",198.927193904956280,1564.116686049542100
1083962,1083962,"37608093","184312.69","445170.68","3","31",80.599999999999994,18.399999999999999,349.399999999999980,"2","07","05","2","20","02","02","L102","B©ü",1847.786397947998000,50580.148194177840000
1083996,1083996,"37608094","185809.52","445162.78","3","31",65.400000000000006,24.600000000000001,339.100000000000020,"2","07","05","2","20","02","02","L102","B©ü",1392.038754361719600,27203.840020884927000
1083960,1083960,"37608093","184252.69","445565.68","3","31",95.200000000000003,9.199999999999999,12.500000000000000,"2","07","01","1","10","01","01","L101","B©û",3715.277331951448600,100621.720484280320000
1083963,1083963,"37608093","184317.02","445230.58","3","31",81.000000000000000,18.399999999999999,199.800000000000010,"2","","","","","","99","L999","E",152.652902102413550,1328.420194906525500
1083972,1083972,"37608094","184549.52","445302.78","3","31",95.400000000000006,18.800000000000001,166.699999999999990,"2","07","05","2","20","02","02","L102","B©ü",1127.670573915013400,29775.485112016857000
1083988,1083988,"37608094","185229.52","445527.78","3","31",81.400000000000006,15.300000000000001,68.200000000000003,"2","07","01","1","10","01","01","L101","B©û",7420.938601523750500,236385.653582948840000
1083995,1083995,"37608094","185584.52","445302.78","3","31",35.299999999999997,3.400000000000000,19.100000000000001,"2","10","05","2","10","01","01","L101","B©û",269.916727344184320,3591.904044418245100
1083987,1083987,"37608094","185214.52","445597.78","3","31",60.500000000000000,15.900000000000000,351.000000000000000,"2","07","05","2","20","01","02","L102","B©ü",1786.703584570008600,41714.242015586562000
1083980,1083980,"37608094","184869.52","445667.78","3","31",70.500000000000000,18.800000000000001,67.500000000000000,"2","07","05","2","20","02","02","L102","B©ü",1489.397679721244700,31048.687481954625000
1083975,1083975,"37608094","184629.52","445817.78","3","31",76.500000000000000,12.400000000000000,330.699999999999990,"2","07","05","2","20","02","02","L102","B©ü",1295.364242313568000,20122.787260284804000
1086203,1086203,"37608093","184328","445512","3","31",94.799999999999997,14.199999999999999,36.899999999999999,"2","07","05","2","20","02","02","L102","B©ü",1531.191809988164100,53961.535081891670000
1086205,1086205,"37608094","184949","445429","3","31",66.400000000000006,15.300000000000001,239.699999999999990,"2","07","05","2","20","02","02","L102","B©ü",530.901069028350320,13805.289764980133000
1086206,1086206,"37608094","185561","445001","3","31",75.099999999999994,13.699999999999999,303.000000000000000,"2","07","05","2","20","02","02","L102","B©ü",4144.964846876039700,107940.914195197270000
1086822,1086822,"37608094","184623.93","445586.91","3","31",109.900000000000010,28.100000000000001,322.600000000000020,"2","07","05","2","20","02","02","L102","B©ü",758.229793025494810,8261.602436342180200
1086823,1086823,"37608094","184548.49","445699.65","3","31",81.599999999999994,14.900000000000000,315.000000000000000,"2","07","05","2","20","02","02","L102","B©ü",339.092432647676960,3680.631513623472100
1086824,1086824,"37608094","184528.52","445871.9","3","31",68.099999999999994,20.000000000000000,74.099999999999994,"2","07","05","2","20","02","02","L102","B©ü",708.650204678225920,14707.639584429317000
1086825,1086825,"37608094","184672.16","445423.17","3","31",80.500000000000000,17.500000000000000,71.599999999999994,"2","07","05","2","20","02","02","L102","B©ü",1191.876211523927900,33593.697482877848000
1083974,1083974,"37608094","184584.52","446537.78","3","31",94.700000000000003,22.899999999999999,99.599999999999994,"2","07","05","2","20","02","02","L102","B©ü",3778.527525182496900,73893.703588343109000
1083984,1083984,"37608094","185179.52","446227.78","3","31",54.799999999999997,7.500000000000000,260.899999999999980,"2","07","05","2","10","01","01","L101","B©û",490.690171732917690,8351.509694674174200
1083964,1083964,"37608093","184342.69","446500.68","3","31",75.599999999999994,19.899999999999999,297.399999999999980,"2","07","05","2","20","02","02","L102","B©ü",2607.914118022466500,106111.342257776040000
1083979,1083979,"37608094","184824.52","446522.78","3","31",78.200000000000003,17.199999999999999,124.099999999999990,"2","07","05","2","20","02","02","L102","B©ü",1198.979400665850800,24885.537843564678000
1083977,1083977,"37608094","184664.69","446503.02","3","31",73.799999999999997,7.700000000000000,111.800000000000000,"2","","","","","","91","L991","S",115.962746756437350,826.283293992295060
1083981,1083981,"37608094","184885.39","446521.41","3","31",61.200000000000003,11.199999999999999,161.599999999999990,"2","","","","","","91","L991","S",124.642087601990770,866.879907686226830
1083976,1083976,"37608094","184642.73","446591.89","3","31",91.200000000000003,10.199999999999999,213.699999999999990,"2","","","","","","99","L999","E",585.063861847622770,11097.589230133182000
1083986,1083986,"37608094","185199.52","446717.78","3","31",35.500000000000000,2.800000000000000,312.800000000000010,"2","10","05","2","10","01","24","L624","Er©û",589.436492833710530,11163.725497272830000
1083983,1083983,"37608094","185059.52","446982.78","3","31",41.299999999999997,7.500000000000000,6.600000000000000,"2","07","05","2","10","01","24","L624","Er©û",319.785378475379450,6897.055586757966900
1083990,1083990,"37608094","185334.52","446727.78","3","31",35.000000000000000,2.500000000000000,0.500000000000000,"2","10","05","2","10","01","24","L624","Er©û",239.383013563559220,3603.210680218555400
1083993,1083993,"37608094","185499.52","446802.78","3","31",31.600000000000001,19.899999999999999,297.300000000000010,"2","07","05","2","10","01","24","L624","Er©û",464.384719476653690,9199.141104930369700
1083994,1083994,"37608094","185534.52","446162.78","3","31",55.600000000000001,16.399999999999999,47.500000000000000,"2","07","05","2","10","01","01","L101","B©û",1073.943402514098100,55264.034497913184000
1086202,1086202,"37608093","184264","446932","3","31",62.100000000000001,6.300000000000000,5.000000000000000,"2","07","05","2","30","02","02","L102","B©ü",4569.486542866327900,151499.191954523970000
1086204,1086204,"37608094","184767","446438","3","31",71.700000000000003,23.899999999999999,161.800000000000010,"2","07","01","1","10","01","26","L626","Er-c",4861.058831471404100,143932.215938217710000
1086826,1086826,"37608094","185452.11","446685.1","3","31",33.399999999999999,8.500000000000000,0.000000000000000,"2","10","05","2","10","01","24","L624","Er©û",198.198099010765760,2690.289037256069600
1087943,1087943,"37608094","184565.49","446332.97","3","31",85.700000000000003,10.199999999999999,146.300000000000010,"2","","","","","","99","L999","E",436.665688396353350,5587.530602033433800
1088297,1088297,"37608093","184072","446232","3","31",80.200000000000003,6.400000000000000,285.399999999999980,"2","07","01","1","10","01","26","L626","Er-c",5114.660831033811500,147286.941299692520000
1083834,1083834,"37608084","184929.98","447366.79","3","31",40.799999999999997,10.600000000000000,160.199999999999990,"2","07","05","2","20","01","02","L102","B©ü",2118.194439314148900,37265.221032097848000
1083835,1083835,"37608084","184944.98","447426.79","3","31",55.500000000000000,15.699999999999999,165.000000000000000,"2","07","01","1","10","01","24","L624","Er©û",1355.161285548499300,23238.206403681903000
1083831,1083831,"37608084","184870.11","447457.08","3","31",59.899999999999999,0.000000000000000,-1.000000000000000,"2","","","","","","99","L999","E",426.341741277438250,10552.477283971670000
1083830,1083830,"37608084","184829.98","447826.79","3","31",50.100000000000001,21.199999999999999,40.500000000000000,"2","07","05","2","20","01","02","L102","B©ü",2010.358471123957800,32564.227459783790000
1083832,1083832,"37608084","184879.98","447706.79","3","31",48.899999999999999,6.500000000000000,104.900000000000010,"2","","","","","","82","L983","R",128.162246363039630,881.039320583105220
1083822,1083822,"37608083","184401.52","448095.08","3","31",39.000000000000000,13.600000000000000,237.099999999999990,"2","07","01","1","20","01","01","L101","B©û",392.170531050029010,5234.974629048429100
1083820,1083820,"37608083","184106.52","448890.08","3","31",25.100000000000001,0.500000000000000,198.699999999999990,"2","07","05","2","20","07","02","L102","B©ü",3492.341075437494500,294724.073003839060000
1083821,1083821,"37608083","184141.52","449190.08","3","31",39.799999999999997,9.000000000000000,293.000000000000000,"2","07","01","1","10","01","24","L624","Er©û",1152.330396524618700,45592.348938196039000
1083823,1083823,"37608083","184401.52","449425.08","3","31",22.500000000000000,1.500000000000000,257.300000000000010,"2","07","05","2","20","01","02","L102","B©ü",3946.194786905799900,247389.064058202320000
